operation,file_size_mb,client_pool_size,server_pool_size,executor_type,success_count,fail_count,avg_duration,median_duration,min_duration,max_duration,avg_throughput,median_throughput,min_throughput,max_throughput,timestamp
upload,10,1,1,process,1,0,0.2088472843170166,0.2088472843170166,0.2088472843170166,0.2088472843170166,50207787.160321884,50207787.160321884,50207787.160321884,50207787.160321884,2025-05-24 17:54:07
upload,10,5,1,process,5,0,0.2735733509063721,0.27655482292175293,0.14360690116882324,0.3932352066040039,43377195.04027641,37915664.92755322,26665364.19908958,73017103.73704824,2025-05-24 17:54:08
upload,10,50,1,process,50,0,1.6838949012756348,1.6372641324996948,0.38298916816711426,3.068882465362549,8426947.391764935,6405441.720370077,3416800.7795506245,27378737.759561446,2025-05-24 17:54:11
upload,50,1,1,process,1,0,1.000746488571167,1.000746488571167,1.000746488571167,1.000746488571167,52389691.693903536,52389691.693903536,52389691.693903536,52389691.693903536,2025-05-24 17:54:12
upload,50,5,1,process,5,0,2.851237726211548,2.8435630798339844,1.1596081256866455,4.544819355010986,23081008.178959854,18437713.012879934,11535948.055271663,45212515.192539744,2025-05-24 17:54:17
upload,50,50,1,process,50,0,31.429860582351683,31.94921088218689,5.758049249649048,54.741105794906616,2324371.5331000835,1641680.2936695819,957759.2421393547,9105305.933810053,2025-05-24 17:55:12
upload,100,1,1,process,1,0,3.5682921409606934,3.5682921409606934,3.5682921409606934,3.5682921409606934,29385934.74349584,29385934.74349584,29385934.74349584,29385934.74349584,2025-05-24 17:55:15
upload,100,5,1,process,5,0,9.880661773681641,9.963894367218018,3.6513924598693848,15.964677572250366,13837669.73273236,10523756.689451627,6568100.077527552,28717154.11379003,2025-05-24 17:55:31
upload,100,50,1,process,50,0,171.11412863254546,172.6799554824829,81.36860156059265,253.77485609054565,677442.2214601071,607320.2095856151,413191.44699893874,1288673.9846685927,2025-05-24 17:59:45
download,10,1,1,process,1,0,0.14494776725769043,0.14494776725769043,0.14494776725769043,0.14494776725769043,72341645.53468595,72341645.53468595,72341645.53468595,72341645.53468595,2025-05-24 18:01:19
download,10,5,1,process,5,0,0.2942473888397217,0.2993621826171875,0.14604544639587402,0.43953633308410645,42644078.435511336,35027002.770783424,23856412.33893973,71797924.95260048,2025-05-24 18:01:19
download,10,50,1,process,50,0,1.429289755821228,1.4310553073883057,0.11151123046875,2.643676996231079,12641035.746440202,7329335.348415224,3966354.4430537,94033219.39792009,2025-05-24 18:01:22
download,50,1,1,process,1,0,0.700798511505127,0.700798511505127,0.700798511505127,0.700798511505127,74812944.2903596,74812944.2903596,74812944.2903596,74812944.2903596,2025-05-24 18:01:24
download,50,5,1,process,5,0,1.7682345390319825,1.8204679489135742,0.6742255687713623,2.790600061416626,38027866.07965279,28799628.156754233,18787643.820728984,77761512.50914545,2025-05-24 18:01:28
download,50,50,1,process,50,0,12.748421354293823,12.769209861755371,0.6027252674102783,24.955361366271973,8923348.314929435,4107377.764449465,2100903.2580413492,86986232.09421787,2025-05-24 18:01:54
download,100,1,1,process,1,0,1.7836861610412598,1.7836861610412598,1.7836861610412598,1.7836861610412598,58787023.35100668,58787023.35100668,58787023.35100668,58787023.35100668,2025-05-24 18:02:00
download,100,5,1,process,5,0,4.822463703155518,4.810075759887695,1.7526092529296875,7.912533760070801,28681677.83792445,21799573.485813078,13252088.797288334,59829422.80187012,2025-05-24 18:02:11
download,100,50,1,process,50,0,40.611107931137084,40.78874385356903,1.879981279373169,79.16919541358948,5604454.784738177,2571768.797297122,1324474.7461713003,55775874.55283707,2025-05-24 18:03:34
